Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-10-22 00:00:00-04:00,142.8771096409394,144.3867565878425,141.74736485471627,143.55694580078125,226311600,0.0,0.0,NVDA
2024-10-23 00:00:00-04:00,141.99729502838238,142.3971968224879,137.42835524686083,139.52786254882812,285930000,0.0,0.0,NVDA
2024-10-24 00:00:00-04:00,140.78757953525755,141.31745626734755,138.4281223817854,140.37767028808594,172354900,0.0,0.0,NVDA
2024-10-25 00:00:00-04:00,140.89754036873228,144.096815700832,140.76758067774944,141.5074005126953,205122100,0.0,0.0,NVDA
2024-10-28 00:00:00-04:00,142.96708045579604,143.1070476166606,140.01776261632966,140.48765563964844,173586700,0.0,0.0,NVDA
2024-10-29 00:00:00-04:00,140.25768265006158,142.22723015349655,138.86800339560858,141.21746826171875,157593600,0.0,0.0,NVDA
2024-10-30 00:00:00-04:00,139.50785799453917,140.29768460484607,136.778490969974,139.3079071044922,179418100,0.0,0.0,NVDA
2024-10-31 00:00:00-04:00,137.5683285053032,137.57832071125284,132.07958689426476,132.72943115234375,270039600,0.0,0.0,NVDA
2024-11-01 00:00:00-04:00,134.66898440540822,137.27838410441936,134.5390247094388,135.3688201904297,207127800,0.0,0.0,NVDA
2024-11-04 00:00:00-05:00,137.17841332242185,138.9280103748792,135.53879155204424,136.0186767578125,187528200,0.0,0.0,NVDA
2024-11-05 00:00:00-05:00,137.41833701827767,140.33766260126754,137.29836954050154,139.87777709960938,160537400,0.0,0.0,NVDA
2024-11-06 00:00:00-05:00,142.92707827709958,146.45626398045817,141.9273086103062,145.5764617919922,242043900,0.0,0.0,NVDA
2024-11-07 00:00:00-05:00,146.3562863294221,148.89569466475916,146.13633577416354,148.84571838378906,207323300,0.0,0.0,NVDA
2024-11-08 00:00:00-05:00,148.73572979209249,149.73549940640058,146.226298296804,147.5959930419922,175665800,0.0,0.0,NVDA
2024-11-11 00:00:00-05:00,148.64575792845778,148.81573220925225,143.5369491915439,145.22654724121094,182325600,0.0,0.0,NVDA
2024-11-12 00:00:00-05:00,146.74618223717314,149.61551613817602,145.97635536546252,148.25582885742188,198634700,0.0,0.0,NVDA
2024-11-13 00:00:00-05:00,149.03568652431434,149.2956211718962,145.8664029375352,146.236328125,191903300,0.0,0.0,NVDA
2024-11-14 00:00:00-05:00,147.60599851040197,148.9656859182561,145.51648348999578,146.7261962890625,194463300,0.0,0.0,NVDA
2024-11-15 00:00:00-05:00,144.83662993296312,145.20655509140138,140.04773983599173,141.94729614257812,250132900,0.0,0.0,NVDA
2024-11-18 00:00:00-05:00,139.46786214720512,141.51739292157006,137.11839743544738,140.11770629882812,221866000,0.0,0.0,NVDA
2024-11-19 00:00:00-05:00,141.28745858569204,147.0961179891657,140.9575327604593,146.97613525390625,227834900,0.0,0.0,NVDA
2024-11-20 00:00:00-05:00,147.37605373716247,147.52601308862683,142.69712365290204,145.8563995361328,309871700,0.0,0.0,NVDA
2024-11-21 00:00:00-05:00,149.3156213875326,152.85479966423284,140.6676037159947,146.63623046875,400946600,0.0,0.0,NVDA
2024-11-22 00:00:00-05:00,145.89639194607773,147.12611971943554,141.0675174897679,141.9173126220703,236406200,0.0,0.0,NVDA
2024-11-25 00:00:00-05:00,141.95730426900835,142.01728800977313,135.78872709087477,135.98867797851562,344941900,0.0,0.0,NVDA
2024-11-26 00:00:00-05:00,137.66829270199315,139.2679304177918,135.6387613125482,136.8884735107422,190287700,0.0,0.0,NVDA
2024-11-27 00:00:00-05:00,134.97889681216265,137.1883944813901,131.7696447344509,135.30882263183594,226370900,0.0,0.0,NVDA
2024-11-29 00:00:00-05:00,136.74850738939793,139.3179230108574,136.018679731608,138.21817016601562,141863200,0.0,0.0,NVDA
2024-12-02 00:00:00-05:00,138.79803439240126,140.41765648435037,137.7882724501192,138.59808349609375,171682800,0.0,0.0,NVDA
2024-12-03 00:00:00-05:00,138.22816730557096,140.50764123326277,137.91824110785586,140.2277069091797,164414000,0.0,0.0,NVDA
2024-12-04 00:00:00-05:00,141.96729127056176,145.7564115576455,140.2576784450533,145.1065673828125,231224300,0.0,0.0,NVDA
2024-12-05 00:00:00-05:00,145.08658555940238,146.51634749056768,143.9267690762933,145.03659057617188,172621200,0.01,0.0,NVDA
2024-12-06 00:00:00-05:00,144.57667789545363,145.67649127950102,141.28720012508654,142.41702270507812,188505600,0.0,0.0,NVDA
2024-12-09 00:00:00-05:00,138.9475602220375,139.92739769900004,137.10786100838232,138.78758239746094,189308600,0.0,0.0,NVDA
2024-12-10 00:00:00-05:00,138.9875536517665,141.79711283924593,133.76839511357173,135.04820251464844,210020900,0.0,0.0,NVDA
2024-12-11 00:00:00-05:00,137.3378239802647,140.14736786765778,135.1881771980721,139.28750610351562,184905200,0.0,0.0,NVDA
2024-12-12 00:00:00-05:00,137.05787278188586,138.41765384511186,135.77808063488797,137.3178253173828,159211400,0.0,0.0,NVDA
2024-12-13 00:00:00-05:00,138.91757801094644,139.5774751507731,132.51860179476702,134.22833251953125,231514900,0.0,0.0,NVDA
2024-12-16 00:00:00-05:00,134.1583241029487,134.3782897959075,130.39893679330513,131.9786834716797,237951100,0.0,0.0,NVDA
2024-12-17 00:00:00-05:00,129.06916425760008,131.56876081657285,126.83952839876781,130.36895751953125,259410300,0.0,0.0,NVDA
2024-12-18 00:00:00-05:00,133.83838842708505,136.6779262372523,128.25928750759206,128.88919067382812,277444500,0.0,0.0,NVDA
2024-12-19 00:00:00-05:00,131.73871719708123,134.00835489709178,129.52908262326224,130.6588897705078,209719200,0.0,0.0,NVDA
2024-12-20 00:00:00-05:00,129.78904314606552,135.2581613788304,128.19930347129645,134.67825317382812,306528600,0.0,0.0,NVDA
2024-12-23 00:00:00-05:00,136.25799367167244,139.7674214203078,135.098177315152,139.64744567871094,176053500,0.0,0.0,NVDA
2024-12-24 00:00:00-05:00,139.97740671974344,141.8770939941236,138.6276184809867,140.19737243652344,105157000,0.0,0.0,NVDA
2024-12-26 00:00:00-05:00,139.67745105895742,140.8272746166671,137.70776777261636,139.90740966796875,116205600,0.0,0.0,NVDA
2024-12-27 00:00:00-05:00,138.52762911725588,138.99755443917667,134.6882528863639,136.9878692626953,170582600,0.0,0.0,NVDA
2024-12-30 00:00:00-05:00,134.80822982362736,140.24735382720857,133.9983630613892,137.46780395507812,167734700,0.0,0.0,NVDA
2024-12-31 00:00:00-05:00,138.0077278547889,138.0477299443946,133.80840856948805,134.26832580566406,155659200,0.0,0.0,NVDA
2025-01-02 00:00:00-05:00,135.97804923146714,138.85758927368732,134.608275235204,138.2876739501953,198247200,0.0,0.0,NVDA
2025-01-03 00:00:00-05:00,139.9873988596089,144.87660907201655,139.70744526818353,144.44668579101562,229322500,0.0,0.0,NVDA
2025-01-06 00:00:00-05:00,148.5660078023331,152.13543878056797,147.79614309655065,149.40586853027344,265377400,0.0,0.0,NVDA
2025-01-07 00:00:00-05:00,153.00528861210353,153.1052785673635,139.9873867148958,140.11737060546875,351782200,0.0,0.0,NVDA
2025-01-08 00:00:00-05:00,142.55698965149892,143.92676365371082,137.53779559953318,140.08738708496094,227349900,0.0,0.0,NVDA
2025-01-10 00:00:00-05:00,137.42782161536184,139.89742434133598,134.1983469953677,135.88807678222656,207602500,0.0,0.0,NVDA
2025-01-13 00:00:00-05:00,129.96902870412282,133.46846390099535,129.4890951782822,133.20849609375,204808900,0.0,0.0,NVDA
2025-01-14 00:00:00-05:00,136.02803973976037,136.357988296776,130.02900835327767,131.7387237548828,195590500,0.0,0.0,NVDA
2025-01-15 00:00:00-05:00,133.6284239860889,136.42797514246556,131.26880425867054,136.218017578125,185217300,0.0,0.0,NVDA
2025-01-16 00:00:00-05:00,138.61762033023757,138.72760318445665,133.46845773799356,133.54844665527344,209235600,0.0,0.0,NVDA
2025-01-17 00:00:00-05:00,136.6679350563591,138.47764040694682,135.43813790068955,137.68777465820312,201188800,0.0,0.0,NVDA
2025-01-21 00:00:00-05:00,139.1375376709131,141.80710479535009,137.06786452867982,140.80726623535156,197749000,0.0,0.0,NVDA
2025-01-22 00:00:00-05:00,144.63666506104835,147.76614971080585,143.64681928959496,147.04627990722656,237651400,0.0,0.0,NVDA
2025-01-23 00:00:00-05:00,145.02659530516527,147.20623618008437,143.6968081059284,147.1962432861328,155915500,0.0,0.0,NVDA
2025-01-24 00:00:00-05:00,148.34604128656673,148.9459505211395,141.8570988390214,142.5969696044922,234657600,0.0,0.0,NVDA
2025-01-27 00:00:00-05:00,124.77986175863892,128.37927160601726,116.68116290346629,118.40088653564453,818830900,0.0,0.0,NVDA
2025-01-28 00:00:00-05:00,121.79034308969104,128.97918539907013,116.23124265613879,128.9691925048828,579666400,0.0,0.0,NVDA
2025-01-29 00:00:00-05:00,126.47958193260648,126.86951837337095,120.03062606319732,123.6800308227539,467120600,0.0,0.0,NVDA
2025-01-30 00:00:00-05:00,123.08012239923644,124.97981714548027,118.08092971341723,124.62987518310547,392925500,0.0,0.0,NVDA
2025-01-31 00:00:00-05:00,123.7600213429819,127.82936416140842,119.17076580619347,120.05062103271484,390372900,0.0,0.0,NVDA
2025-02-03 00:00:00-05:00,114.73147893578255,118.55086206886682,112.99176191394916,116.64117431640625,371235700,0.0,0.0,NVDA
2025-02-04 00:00:00-05:00,116.94112206589325,121.18043560579926,116.6811618932845,118.63085174560547,256550000,0.0,0.0,NVDA
2025-02-05 00:00:00-05:00,121.74034844426231,124.97982332906605,120.74050985762979,124.80985260009766,262230800,0.0,0.0,NVDA
2025-02-06 00:00:00-05:00,127.39941919373811,128.74920726442895,125.18977703531333,128.65921020507812,251483600,0.0,0.0,NVDA
2025-02-07 00:00:00-05:00,129.19913575663247,130.34894396083934,124.97981594966575,129.81903076171875,228186300,0.0,0.0,NVDA
2025-02-10 00:00:00-05:00,130.0689974070653,134.97820850379568,129.93902876577076,133.54844665527344,216989100,0.0,0.0,NVDA
2025-02-11 00:00:00-05:00,132.5586139818797,134.45830137072844,130.99886808260132,132.77857971191406,178902400,0.0,0.0,NVDA
2025-02-12 00:00:00-05:00,129.9990210816885,132.21866402899062,129.0591703419428,131.11883544921875,160278600,0.0,0.0,NVDA
2025-02-13 00:00:00-05:00,131.5387642395835,136.477969382041,131.1488277944593,135.26815795898438,197430000,0.0,0.0,NVDA
2025-02-14 00:00:00-05:00,136.45796316750187,139.22752026611062,135.4781256449407,138.8275909423828,195479600,0.0,0.0,NVDA
2025-02-18 00:00:00-05:00,141.2472111010542,143.41685915221993,137.90773839766058,139.37750244140625,219176600,0.0,0.0,NVDA
2025-02-19 00:00:00-05:00,139.48747310974449,141.33718056281413,137.1978495021305,139.20751953125,167536000,0.0,0.0,NVDA
2025-02-20 00:00:00-05:00,140.0073981660712,140.637301367124,136.7679156045049,140.08738708496094,143903600,0.0,0.0,NVDA
2025-02-21 00:00:00-05:00,140.0173897923713,141.4371740194045,134.00836534323213,134.40829467773438,228217600,0.0,0.0,NVDA
2025-02-24 00:00:00-05:00,136.53795738344377,138.56762852998253,130.0590074983429,130.25897216796875,251381100,0.0,0.0,NVDA
2025-02-25 00:00:00-05:00,129.9590158616247,130.17898157227808,124.41991677706234,126.60955810546875,271428700,0.0,0.0,NVDA
2025-02-26 00:00:00-05:00,129.96903440656757,133.70842127410083,128.4692763992483,131.25881958007812,322553800,0.0,0.0,NVDA
2025-02-27 00:00:00-05:00,134.97820907791893,134.98820197149917,119.99063081322677,120.13060760498047,443175800,0.0,0.0,NVDA
2025-02-28 00:00:00-05:00,118.00094594624423,125.06980440717122,116.38121232741895,124.89983367919922,389091100,0.0,0.0,NVDA
2025-03-03 00:00:00-05:00,123.49006713958599,123.68003128569312,112.26187634904674,114.04158782958984,411381400,0.0,0.0,NVDA
2025-03-04 00:00:00-05:00,110.63214094760745,119.29073912641502,110.09222719636827,115.97127532958984,398163300,0.0,0.0,NVDA
2025-03-05 00:00:00-05:00,117.56102047262804,118.26090441787001,114.49151637878758,117.28106689453125,284337900,0.0,0.0,NVDA
2025-03-06 00:00:00-05:00,113.51167590423404,115.33138186500223,110.20221255397621,110.55215454101562,321181900,0.0,0.0,NVDA
2025-03-07 00:00:00-05:00,111.232043943795,113.46168737204893,107.54263707893918,112.67181396484375,341755500,0.0,0.0,NVDA
2025-03-10 00:00:00-04:00,109.88225711490554,111.83193921740828,105.44297155454524,106.96273040771484,366487400,0.0,0.0,NVDA
2025-03-11 00:00:00-04:00,106.97272832797886,112.2218809117277,104.75308544348755,108.74244689941406,354865700,0.0,0.0,NVDA
2025-03-12 00:00:00-04:00,114.1120814413496,116.75189758318456,112.87216201952944,115.73196411132812,323857500,0.01,0.0,NVDA
2025-03-13 00:00:00-04:00,117.02187196535417,117.75182462929007,113.7820990939805,115.57197570800781,299033100,0.0,0.0,NVDA
2025-03-14 00:00:00-04:00,118.6017672807591,121.87153693655638,118.1418001271865,121.66155242919922,277593500,0.0,0.0,NVDA
2025-03-17 00:00:00-04:00,122.73147416358299,122.88146527258023,118.02180216580395,119.52169799804688,255501500,0.0,0.0,NVDA
2025-03-18 00:00:00-04:00,117.99180297800854,119.01172876569431,114.53204424682897,115.42198181152344,299686900,0.0,0.0,NVDA
2025-03-19 00:00:00-04:00,117.26185055700965,120.44162996547794,115.67196466720779,117.51183319091797,273426200,0.0,0.0,NVDA
2025-03-20 00:00:00-04:00,116.54190844924116,120.19164884723557,116.46191217445423,118.52176666259766,248829700,0.0,0.0,NVDA
2025-03-21 00:00:00-04:00,116.93188412092742,117.98180664950618,115.41198537165405,117.69182586669922,266498500,0.0,0.0,NVDA
2025-03-24 00:00:00-04:00,119.87167301321132,122.21151449504808,119.33170959432591,121.40157318115234,228452500,0.0,0.0,NVDA
2025-03-25 00:00:00-04:00,120.5416356938994,121.28158219452679,118.9117439494844,120.68162536621094,167447200,0.0,0.0,NVDA
2025-03-26 00:00:00-04:00,118.72176195088541,118.83174729689935,112.70217554499752,113.75210571289062,293463300,0.0,0.0,NVDA
2025-03-27 00:00:00-04:00,111.34226782232153,114.4420510740887,110.6523209143036,111.4222640991211,236902100,0.0,0.0,NVDA
2025-03-28 00:00:00-04:00,111.48225736963437,112.86216644188174,109.06242721559616,109.66238403320312,229872500,0.0,0.0,NVDA
2025-03-31 00:00:00-04:00,105.12270025073305,110.95229742526604,103.642807248706,108.37247467041016,299212700,0.0,0.0,NVDA
2025-04-01 00:00:00-04:00,108.51245759918966,110.19234119227177,106.46260459302538,110.14234924316406,222614000,0.0,0.0,NVDA
2025-04-02 00:00:00-04:00,107.28255072037597,111.97222748899677,106.78258544027105,110.4123306274414,220601200,0.0,0.0,NVDA
2025-04-03 00:00:00-04:00,103.50281088710224,105.62265871984647,101.59293992049946,101.79293060302734,338769400,0.0,0.0,NVDA
2025-04-04 00:00:00-04:00,98.90313835695446,100.12304726897904,92.10360729078229,94.30345153808594,532273800,0.0,0.0,NVDA
2025-04-07 00:00:00-04:00,87.45392370324234,101.7429319683666,86.61398571543218,97.63321685791016,611041300,0.0,0.0,NVDA
2025-04-08 00:00:00-04:00,103.80279300527448,105.84265234199715,94.45344343361101,96.29331970214844,476243400,0.0,0.0,NVDA
2025-04-09 00:00:00-04:00,98.88312976565122,115.0920027848049,97.52322363090776,114.32205963134766,612918300,0.0,0.0,NVDA
2025-04-10 00:00:00-04:00,109.36240858521514,110.85230299023063,99.14311699545735,107.56253051757812,437812400,0.0,0.0,NVDA
2025-04-11 00:00:00-04:00,108.49246311009279,111.54225429514813,107.47253732050476,110.92229461669922,313417300,0.0,0.0,NVDA
2025-04-14 00:00:00-04:00,114.10207400079875,114.282061802319,109.06242318709587,110.70230865478516,264705000,0.0,0.0,NVDA
2025-04-15 00:00:00-04:00,110.96229700273265,113.61211454925541,110.49232841239639,112.19220733642578,228966900,0.0,0.0,NVDA
2025-04-16 00:00:00-04:00,104.54274333093115,106.78258565420647,100.44302192276541,104.48274230957031,397016900,0.0,0.0,NVDA
2025-04-17 00:00:00-04:00,104.44274178425454,104.46274466720584,100.04305351417702,101.48294830322266,290833400,0.0,0.0,NVDA
2025-04-21 00:00:00-04:00,98.76313836502491,99.43309764026857,95.03340163666236,96.90327453613281,288501100,0.0,0.0,NVDA
2025-04-22 00:00:00-04:00,98.77313996214224,99.80306722318255,97.2732441150665,98.88313293457031,241004800,0.0,0.0,NVDA
2025-04-23 00:00:00-04:00,104.51273745001276,104.79272441151089,102.01291108169299,102.70286560058594,247526000,0.0,0.0,NVDA
2025-04-24 00:00:00-04:00,103.47281538750215,106.53260039132012,103.10283834219908,106.422607421875,220815000,0.0,0.0,NVDA
2025-04-25 00:00:00-04:00,106.84258154964476,111.9122293136747,105.72266417620379,111.0022964477539,251064700,0.0,0.0,NVDA
2025-04-28 00:00:00-04:00,109.68238265297498,110.36233572086073,106.01263179735646,108.72245025634766,207708500,0.0,0.0,NVDA
2025-04-29 00:00:00-04:00,107.66252352883211,110.19234667117642,107.43254376799985,109.0124282836914,170444300,0.0,0.0,NVDA
2025-04-30 00:00:00-04:00,104.46274938923446,108.91243743896484,104.07277707156662,108.91243743896484,235044600,0.0,0.0,NVDA
2025-05-01 00:00:00-04:00,113.07214827264656,114.93201970345093,111.29227311666197,111.60224914550781,236121500,0.0,0.0,NVDA
2025-05-02 00:00:00-04:00,114.17207269391602,115.39198920893173,113.36213137411846,114.49205017089844,190194800,0.0,0.0,NVDA
2025-05-05 00:00:00-04:00,112.90216280263321,114.6620350893898,112.65218016349414,113.81209564208984,133163200,0.0,0.0,NVDA
2025-05-06 00:00:00-04:00,111.47226518321953,114.73203340369881,110.81230733401684,113.53211975097656,158525600,0.0,0.0,NVDA
2025-05-07 00:00:00-04:00,113.04215608614977,117.67183196470502,112.27220526080853,117.05187225341797,206758800,0.0,0.0,NVDA
2025-05-08 00:00:00-04:00,118.24179071447391,118.67176116768113,115.84195580422112,117.36185455322266,198428100,0.0,0.0,NVDA
2025-05-09 00:00:00-04:00,117.34184743589364,118.2217911942619,115.20199668891294,116.64189910888672,132972200,0.0,0.0,NVDA
2025-05-12 00:00:00-04:00,121.96153541928634,122.99146270751953,120.27165027906005,122.99146270751953,225023300,0.0,0.0,NVDA
2025-05-13 00:00:00-04:00,124.97132897244262,131.21089374180312,124.46136223351174,129.9209747314453,330430100,0.0,0.0,NVDA
2025-05-14 00:00:00-04:00,133.19074615794872,135.43059608188196,131.67084745036084,135.33059692382812,281180800,0.0,0.0,NVDA
2025-05-15 00:00:00-04:00,134.2806619130786,136.29053200968949,132.65078555171073,134.8206329345703,226632600,0.0,0.0,NVDA
2025-05-16 00:00:00-04:00,136.21054488205627,136.34054073998118,133.45074197294815,135.39059448242188,226542500,0.0,0.0,NVDA
2025-05-19 00:00:00-04:00,132.38080555276906,135.86055961165334,132.38080555276906,135.5605926513672,193154600,0.0,0.0,NVDA
2025-05-20 00:00:00-04:00,134.28066116234166,134.5706495538956,132.610779045451,134.37066650390625,161514200,0.0,0.0,NVDA
2025-05-21 00:00:00-04:00,133.0507547616815,137.39044962876582,130.58092511560693,131.7908477783203,270608700,0.0,0.0,NVDA
2025-05-22 00:00:00-04:00,132.22082104991222,134.2406851659139,131.54087555490528,132.82078552246094,187344000,0.0,0.0,NVDA
2025-05-23 00:00:00-04:00,129.99098000853303,132.67078673422913,129.15104195341007,131.2808837890625,198821300,0.0,0.0,NVDA
2025-05-27 00:00:00-04:00,134.14067302338051,135.65057787204648,133.300735049259,135.49058532714844,192953600,0.0,0.0,NVDA
2025-05-28 00:00:00-04:00,136.0205604932104,137.24047706552236,134.7806410364111,134.80064392089844,304021100,0.0,0.0,NVDA
2025-05-29 00:00:00-04:00,142.24012884407688,143.48004828952517,137.90043367160317,139.1803436279297,369241900,0.0,0.0,NVDA
2025-05-30 00:00:00-04:00,138.7103677567503,139.61029915281162,132.91076748843994,135.12062072753906,333170900,0.0,0.0,NVDA
2025-06-02 00:00:00-04:00,135.48059995132564,138.11040700485356,135.39059460313518,137.37046813964844,197663100,0.0,0.0,NVDA
2025-06-03 00:00:00-04:00,138.77035689954903,141.9901344074345,137.94041273370485,141.21018981933594,225578800,0.0,0.0,NVDA
2025-06-04 00:00:00-04:00,142.18012651028872,142.38010956756776,139.53030141372145,141.91014099121094,167120800,0.0,0.0,NVDA
2025-06-05 00:00:00-04:00,142.16012695808664,143.99000172763624,138.82036252431462,139.98028564453125,231397900,0.0,0.0,NVDA
